Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
39,38,2011-09-30,44157.41,False,81.51,3.355,,,,,,215.4532259,8.177,A,184109
7,67,2011-02-25,2892.79,False,17.46,3.101,,,,,,191.9647167,8.818,B,70713
25,41,2012-04-06,633.0,False,44.73,3.996,10782.56,,25.79,1973.99,4389.28,214.2387053,7.139,B,128107
8,81,2011-01-07,12255.66,False,35.77,2.976,,,,,,214.7415521,6.262,A,155078
33,99,2012-09-14,0.01,False,83.4,3.966,1105.36,,,,495.17,130.9776667,7.147,A,39690
42,23,2011-04-08,61.7,False,73.03,3.818,,,,,,128.8238065,8.494,C,39690
9,25,2011-07-29,3859.73,False,91.1,3.682,,,,,,219.0768548,6.404,B,125833
26,17,2012-01-20,6116.37,False,15.22,3.542,1673.31,3004.75,27.82,153.3,2092.05,136.8564194,7.467,A,152513
20,28,2010-12-03,1112.52,False,35.47,3.046,,,,,,204.8249189,7.484,A,203742
24,58,2010-03-26,1155.0,False,48.87,2.963,,,,,,131.863129,8.326,A,203819
7,2,2012-07-13,30608.55,False,64.21,3.613,1562.86,85.7,0.35,424.66,57029.78,197.8788621,7.872,B,70713
40,51,2010-12-10,85.84,False,21.64,3.132,,,,,,132.6764,5.287,A,155083
29,80,2010-06-25,18.91,False,74.37,2.81,,,,,,132.4976,10.16,B,93638
18,27,2010-02-05,3984.5,False,21.33,2.788,,,,,,131.5279032,9.202,B,120653
44,8,2011-05-27,4771.79,False,54.62,3.778,,,,,,129.0623548,6.906,C,39910
11,2,2011-03-25,53928.76,False,73.74,3.473,,,,,,217.9674705,7.551,A,207499
23,83,2010-12-10,1815.42,False,20.12,3.132,,,,,,132.6764,5.287,B,114533
10,52,2011-03-04,5892.99,False,56.96,3.674,,,,,,128.26475,8.744,B,126512
34,99,2012-02-10,515.0,True,36.7,3.411,16191.24,4394.52,58.87,11972.11,6375.39,130.3849032,9.653,A,158114
35,90,2012-01-06,12167.7,False,35.8,3.422,5956.88,13987.28,24.73,1685.24,6269.59,140.6461359,8.744,B,103681
23,50,2011-07-01,7130.0,False,65.65,3.815,,,,,,135.4468,4.584,B,114533
34,17,2010-04-02,6860.05,False,50.07,2.74,,,,,,126.6034839,9.593,A,158114
2,33,2011-01-07,4734.24,False,44.69,2.976,,,,,,211.0648881,8.028,A,202307
41,21,2011-11-04,4557.38,False,35.04,3.527,,,,,,195.4847959,6.759,A,196321
17,67,2012-10-26,8634.78,False,39.94,3.755,5593.69,112.2,,134.13,748.23,131.1930968,5.527,B,93188
24,40,2012-10-05,47930.12,False,60.35,4.151,10349.0,,16.05,5824.86,2770.76,138.8256,8.693,A,203819
41,60,2012-06-15,486.0,False,64.92,3.723,6926.97,599.0,5.66,3396.74,4290.96,197.692292,6.547,A,196321
17,90,2011-02-18,28165.29,False,26.86,3.062,,,,,,127.99525,6.866,B,93188
2,92,2011-08-26,147186.84,False,90.45,3.523,,,,,,215.386897,7.852,A,202307
20,14,2011-04-29,20240.63,False,62.97,3.962,,,,,,208.6386,7.287,A,203742
45,16,2011-04-15,22650.1,False,53.69,3.821,,,,,,185.5339821,8.521,B,118221
35,26,2010-10-15,15803.67,False,58.38,2.868,,,,,,136.6401935,8.763,B,103681
26,16,2011-07-08,25539.27,False,63.34,3.784,,,,,,135.6283333,7.767,A,152513
43,60,2010-10-01,765.6,False,77.93,2.603,,,,,,203.5934286,10.21,C,41062
16,51,2011-09-09,89.88,True,56.99,3.566,,,,,,194.6387853,6.338,B,57197
45,95,2011-01-07,46338.64,False,34.32,3.193,,,,,,182.5983058,8.549,B,118221
14,18,2012-03-16,5851.28,False,50.56,3.862,6021.47,280.43,5.5,1814.5,1581.84,190.4618964,8.424,A,200898
33,91,2011-09-23,9133.3,False,88.93,3.789,,,,,,129.5183333,8.442,A,39690
39,41,2011-04-01,439.5,False,66.57,3.524,,,,,,213.5776701,8.3,A,184109
11,11,2012-03-02,17780.72,False,62.61,3.63,16404.25,1191.27,7.03,11524.7,4400.35,224.3470245,6.833,A,207499
29,6,2012-06-01,2240.05,False,70.01,3.798,8940.48,,63.86,885.58,2768.33,138.1138065,9.14,B,93638
13,10,2011-10-21,30725.23,False,54.66,3.579,,,,,,129.7821613,6.392,A,219622
45,72,2011-08-19,29386.14,False,72.98,3.747,,,,,,186.5093071,8.625,B,118221
3,33,2010-05-07,3052.0,False,73.47,2.835,,,,,,213.6211778,7.343,B,37392
5,81,2010-02-26,1602.09,False,46.7,2.561,,,,,,211.8771468,6.566,B,34875
39,59,2012-03-30,288.76,False,69.11,3.845,8547.51,93.82,,998.98,15532.43,220.0454862,7.244,A,184109
33,21,2012-04-13,123.02,False,73.17,4.254,492.15,335.84,,,1369.05,131.108,7.396,A,39690
44,98,2010-12-31,2647.19,True,26.79,2.868,,,,,,127.0876774,7.61,C,39910
27,38,2011-04-15,46514.61,False,52.24,3.981,,,,,,138.1646952,7.725,A,204184
13,91,2010-02-05,89955.29,False,31.53,2.666,,,,,,126.4420645,8.316,A,219622
43,96,2010-03-05,20440.12,False,52.89,2.625,,,,,,203.3117653,9.521,C,41062
33,94,2011-05-20,26285.39,False,76.07,3.99,,,,,,129.0756774,8.687,A,39690
19,80,2010-08-20,21535.66,False,72.22,2.913,,,,,,132.6616129,8.099,A,203819
10,52,2010-06-18,3870.1,False,83.49,2.935,,,,,,126.114,9.524,B,126512
38,98,2011-10-21,5694.39,False,73.05,3.842,,,,,,129.7821613,12.89,C,39690
21,30,2012-08-03,4578.34,False,91.57,3.417,41897.36,26.8,5.27,18198.04,5735.86,221.5869799,6.565,B,140167
33,2,2012-09-21,8737.23,False,86.53,4.125,427.64,,,,392.74,131.0103333,7.147,A,39690
27,26,2011-04-08,13449.72,False,46.87,3.895,,,,,,138.0638929,7.725,A,204184
28,41,2011-08-12,474.0,False,91.04,3.701,,,,,,129.2015806,13.503,A,206302
8,32,2010-05-14,11119.68,False,61.35,2.854,,,,,,213.6655355,6.29,A,155078
12,35,2010-12-10,3176.0,False,50.01,3.203,,,,,,126.7934,14.313,B,112238
16,22,2010-04-09,3613.04,False,34.21,2.75,,,,,,189.6901012,6.842,B,57197
2,19,2011-01-07,4036.13,False,44.69,2.976,,,,,,211.0648881,8.028,A,202307
32,35,2012-02-03,1365.7,False,35.89,3.031,31506.24,4740.74,306.03,42702.46,7920.93,196.8728921,8.256,A,203007
41,7,2012-09-14,27732.75,False,59.39,3.659,10525.1,,11.14,1373.26,6742.72,198.1267184,6.432,A,196321
28,32,2011-03-25,-1321.48,False,54.4,3.909,,,,,,128.6160645,14.021,A,206302
2,31,2011-08-19,10480.64,False,89.86,3.554,,,,,,215.3229307,7.852,A,202307
5,35,2012-04-13,1869.92,False,70.56,3.891,1562.33,758.49,,206.0,1642.42,222.0971111,5.801,B,34875
6,37,2012-09-28,4707.93,False,77.82,3.666,4181.54,7.64,1.65,1952.69,2447.92,224.6029706,5.668,A,202505
28,79,2010-12-17,38597.54,False,52.77,3.236,,,,,,126.8794839,14.313,A,206302
43,59,2011-01-21,131.85,False,53.05,3.016,,,,,,203.8315161,10.398,C,41062
4,97,2012-05-18,42353.91,False,68.43,3.62,6531.12,,99.91,2290.18,2521.84,131.0983226,4.308,A,205863
6,24,2011-03-18,6990.66,False,65.07,3.488,,,,,,215.9035078,6.858,A,202505
3,44,2011-02-04,2051.04,False,45.95,2.989,,,,,,215.8863367,7.551,B,37392
18,95,2012-01-20,55915.39,False,24.2,3.542,4209.35,5114.77,3.66,414.31,965.11,136.8564194,8.075,B,120653
32,45,2012-05-18,44.79,False,57.46,3.837,8887.75,,226.17,1135.59,2831.5,197.5553137,8.09,A,203007
10,20,2010-02-19,18093.57,False,58.22,2.915,,,,,,126.5262857,9.765,B,126512
25,26,2011-09-02,3920.24,False,67.2,3.703,,,,,,208.9625161,7.274,B,128107
17,18,2011-12-30,16213.62,True,26.73,3.119,4439.21,42391.85,120.08,1366.9,2383.67,130.0710323,6.617,B,93188
22,55,2010-08-20,8171.88,False,73.21,2.796,,,,,,136.5249182,8.433,B,119557
25,31,2010-02-05,1740.5,False,21.1,2.784,,,,,,204.2471935,8.187,B,128107
19,98,2012-07-20,11152.38,False,76.17,3.732,6029.42,424.15,17.82,3070.32,2610.94,138.2331935,8.193,A,203819
41,96,2011-08-26,3607.68,False,71.61,3.485,,,,,,194.3796374,6.901,A,196321
27,28,2012-01-27,742.27,False,36.96,3.737,2789.03,4172.39,589.24,101.5,3857.29,140.9124021,8.009,A,204184
12,14,2010-07-16,17644.39,False,97.18,3.094,,,,,,126.1498065,14.18,B,112238
1,74,2010-05-28,11445.67,False,80.44,2.759,,,,,,210.8967606,7.808,A,151315
39,7,2011-12-30,59003.41,True,47.6,3.129,5363.52,53918.62,193.95,383.85,8337.7,218.2302364,7.716,A,184109
45,82,2010-11-05,13236.41,False,45.65,2.917,,,,,,182.9463648,8.724,B,118221
35,32,2010-03-19,6677.02,False,49.04,2.844,,,,,,135.6682247,9.262,B,103681
35,46,2012-10-12,14370.62,False,55.4,4.0,1524.37,,5.33,558.26,6097.45,142.9376167,8.665,B,103681
17,16,2010-11-26,5182.31,True,19.03,2.83,,,,,,126.6692667,6.885,B,93188
37,16,2012-06-15,2835.1,False,82.15,3.393,255.38,,4.51,,3027.4,220.4494148,6.989,C,39910
15,31,2012-01-06,2089.34,False,30.24,3.585,5597.99,17413.82,18.8,646.2,3098.77,136.698129,7.943,B,123737
24,10,2012-02-24,21204.66,False,37.35,3.917,10065.77,10556.73,2.2,6791.1,9440.12,137.3411034,8.659,A,203819
31,8,2011-11-04,27079.93,False,56.01,3.332,,,,,,217.4853605,7.441,A,203750
17,9,2012-08-10,32230.45,False,73.29,3.509,3711.96,9.2,4.42,2316.51,1613.36,130.7561613,5.936,B,93188
32,96,2010-07-02,3726.41,False,74.74,2.728,,,,,,189.4882603,9.017,A,203007
11,80,2011-11-18,13367.34,False,66.17,3.308,10941.05,222.94,263.1,404.05,8885.3,221.6432852,7.197,A,207499
9,21,2011-04-29,3239.08,False,70.85,3.81,,,,,,219.2588382,6.38,B,125833
17,29,2010-07-23,3414.5,False,69.66,2.797,,,,,,126.1283548,6.697,B,93188
17,35,2011-11-11,1017.41,False,27.61,3.513,3935.0,4172.99,225.67,2515.61,3009.79,129.8167097,6.617,B,93188
45,2,2012-03-30,35010.66,False,50.04,3.953,9866.15,206.18,3.25,1815.37,1561.56,190.6107463,8.424,B,118221
1,58,2010-03-05,5796.0,False,46.5,2.625,,,,,,211.3501429,8.106,A,151315
35,41,2011-05-27,2653.25,False,66.43,3.985,,,,,,138.6782834,8.512,B,103681
19,1,2012-04-20,14678.04,False,55.2,4.17,6304.48,5712.68,34.16,1321.97,3751.92,137.9230667,8.15,A,203819
21,32,2010-03-12,6309.16,False,57.1,2.667,,,,,,211.037551,8.324,B,140167
40,22,2012-09-07,7974.17,True,65.06,3.921,5494.1,,39.66,925.8,3268.99,138.4729355,4.156,A,155083
29,52,2012-08-24,846.03,False,70.42,3.874,2436.31,71.53,1.98,1546.95,1061.4,138.2814516,9.419,B,93638
11,85,2011-04-15,1851.12,False,76.64,3.743,,,,,,218.6788642,7.574,A,207499
18,97,2010-07-16,4408.52,False,76.9,2.796,,,,,,132.5667742,9.342,B,120653
11,29,2010-08-13,10092.32,False,87.73,2.692,,,,,,214.9730444,7.346,A,207499
4,67,2011-06-17,18133.41,False,83.51,3.618,,,,,,129.0432,5.946,A,205863
30,98,2011-09-02,1817.41,False,91.94,3.533,,,,,,215.4508632,7.852,C,42988
39,58,2011-01-07,1680.0,False,52.74,2.976,,,,,,210.1842358,8.395,A,184109
22,1,2012-06-29,11587.98,False,70.99,3.577,3297.53,345.5,,339.38,2257.49,142.1920381,7.671,B,119557
10,80,2010-08-20,161.27,False,89.88,3.041,,,,,,126.0766452,9.199,B,126512
8,28,2012-04-27,205.39,False,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,A,155078
11,95,2011-05-06,76807.91,False,71.39,3.906,,,,,,219.1959827,7.574,A,207499
36,10,2011-10-07,201.88,False,71.2,3.262,,,,,,215.7831333,7.716,A,39910
17,16,2011-09-23,3078.85,False,56.96,3.648,,,,,,129.5183333,6.745,B,93188
26,11,2010-05-14,11693.36,False,39.08,2.983,,,,,,132.152129,8.512,A,152513
17,26,2012-05-18,7425.67,False,59.67,3.808,3847.57,,92.93,1216.19,2403.0,131.0983226,6.235,B,93188
10,7,2011-08-19,45602.43,False,87.4,3.743,,,,,,129.2405806,8.257,B,126512
9,44,2010-04-09,2678.7,False,64.95,2.77,,,,,,214.1399135,6.384,B,125833
2,58,2011-02-18,21581.0,False,57.83,3.045,,,,,,212.9033115,8.028,A,202307
45,6,2012-02-24,1881.94,False,42.86,3.739,9006.21,5786.94,2.0,4291.22,7626.46,190.0069881,8.424,B,118221
19,71,2012-10-26,4131.37,False,56.49,4.071,5430.75,90.07,,904.34,1665.77,138.7281613,7.992,A,203819
26,94,2011-01-28,36032.1,False,5.54,3.243,,,,,,133.1059677,7.907,A,152513
17,95,2012-01-27,47807.72,False,29.99,3.058,1834.7,684.22,,118.0,1109.1,130.3144516,6.403,B,93188
13,37,2012-07-20,3445.75,False,75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,A,219622
39,67,2012-08-17,10331.25,False,84.72,3.571,2549.92,133.06,2.33,4623.71,4609.77,220.7199609,6.623,A,184109
4,92,2010-03-12,151599.46,False,49.63,2.704,,,,,,126.6042857,8.623,A,205863
31,97,2010-09-10,34567.72,True,79.3,2.565,,,,,,211.1532104,8.099,A,203750
7,49,2011-09-02,148.5,False,53.4,3.511,,,,,,194.5092113,8.622,B,70713
39,94,2010-10-22,51939.19,False,71.73,2.725,,,,,,210.6271444,8.476,A,184109
8,44,2011-05-20,3185.91,False,65.54,3.907,,,,,,219.1746922,6.297,A,155078
8,22,2010-03-12,7281.11,False,49.76,2.667,,,,,,214.7492449,6.299,A,155078
44,98,2010-02-05,3426.62,False,31.53,2.666,,,,,,126.4420645,8.119,C,39910
24,38,2010-12-24,52751.18,False,27.74,3.309,,,,,,132.7477419,8.275,A,203819
21,83,2010-03-12,382.12,False,57.1,2.667,,,,,,211.037551,8.324,B,140167
10,98,2011-01-21,3.75,False,56.75,3.336,,,,,,127.4404839,8.744,B,126512
30,9,2011-03-18,75.22,False,63.26,3.488,,,,,,214.0156238,8.028,C,42988
33,92,2011-11-18,33887.45,False,63.35,3.669,86.59,6.0,,,3220.86,129.8268333,8.01,A,39690
37,16,2011-11-04,1671.32,False,58.97,3.332,,,,,,216.5634344,7.716,C,39910
24,34,2010-11-26,20729.4,True,41.92,3.186,,,,,,132.8369333,8.275,A,203819
17,4,2011-10-07,23383.71,False,54.4,3.592,,,,,,129.6938,6.617,B,93188
12,6,2010-12-24,23721.69,False,52.02,3.236,,,,,,126.9835806,14.313,B,112238
4,87,2010-12-17,11728.15,False,46.57,2.884,,,,,,126.8794839,7.127,A,205863
44,79,2011-10-07,3958.35,False,60.62,3.592,,,,,,129.6938,6.078,C,39910
22,87,2011-12-09,14616.94,False,45.35,3.47,3311.44,,125.93,2499.81,16837.64,140.4397857,7.706,B,119557
7,67,2012-08-03,4100.74,False,61.83,3.528,9468.47,109.88,2.88,8606.99,1605.62,198.0293893,7.872,B,70713
10,91,2012-10-05,13420.21,False,80.88,4.132,8975.95,,46.24,9546.75,7186.77,131.0756667,6.943,B,126512
35,46,2011-06-03,17763.59,False,74.17,3.922,,,,,,138.7694608,8.512,B,103681
23,59,2011-09-09,590.18,True,66.04,3.809,,,,,,136.2745806,4.584,B,114533
26,24,2010-03-26,2230.19,False,35.26,2.831,,,,,,131.863129,8.488,A,152513
30,74,2011-02-18,266.55,False,59.87,3.045,,,,,,212.9033115,8.028,C,42988
4,1,2010-06-11,26962.02,False,78.45,2.668,,,,,,126.1119032,7.896,A,205863
10,95,2010-08-13,78566.07,False,88.37,3.049,,,,,,126.064,9.199,B,126512
4,33,2011-02-25,11329.19,False,49.0,3.087,,,,,,128.13,6.51,A,205863
40,13,2010-06-25,21687.48,False,69.72,2.81,,,,,,132.4976,5.435,A,155083
22,55,2010-11-19,20646.92,False,48.62,3.03,,,,,,136.7715714,8.572,B,119557
24,1,2012-08-03,17070.66,False,73.26,3.819,11887.54,557.1,138.39,9345.76,2781.67,138.1735806,8.953,A,203819
45,54,2011-07-08,48.92,False,77.49,3.711,,,,,,186.032016,8.625,B,118221
41,42,2010-10-01,6426.47,False,62.67,2.759,,,,,,190.6738241,7.508,A,196321
30,17,2012-05-04,34.24,False,77.53,3.749,1136.36,,19.09,14.33,2003.64,221.3095166,6.891,C,42988
29,55,2010-04-16,4572.52,False,51.14,2.885,,,,,,131.9809,10.16,B,93638
41,67,2012-10-26,9967.96,False,41.8,3.686,4864.3,101.34,250.6,47.24,1524.43,199.2195317,6.195,A,196321
10,24,2011-11-18,18701.28,False,58.97,3.669,3886.23,708.7,115.18,695.54,9141.32,129.8268333,7.874,B,126512
25,82,2011-02-18,10841.4,False,38.42,3.245,,,,,,206.3694701,7.343,B,128107
37,91,2011-03-18,28220.6,False,64.9,3.488,,,,,,213.1096787,8.395,C,39910
30,2,2011-03-25,13891.82,False,70.33,3.473,,,,,,214.2521573,8.028,C,42988
2,71,2012-10-12,3294.4,False,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,A,202307
35,2,2011-01-21,34501.02,False,30.13,3.229,,,,,,136.8870657,8.549,B,103681
1,98,2012-05-11,12940.0,False,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,A,151315
13,37,2010-09-10,3619.01,True,65.74,2.87,,,,,,126.1145806,7.951,A,219622
20,82,2012-03-02,29427.87,False,39.98,3.816,34117.01,3200.31,6.0,22275.03,4989.3,213.6718127,6.961,A,203742
30,22,2011-08-26,32.22,False,92.07,3.523,,,,,,215.386897,7.852,C,42988
25,24,2010-06-04,2932.64,False,69.22,2.847,,,,,,204.4042877,7.856,B,128107
41,42,2011-12-23,5430.16,False,25.59,3.173,1284.19,30.33,1059.9,35.76,3430.56,196.1713893,6.759,A,196321
28,36,2011-01-28,393.0,False,50.74,3.342,,,,,,127.5800323,14.021,A,206302
35,60,2011-12-23,220.0,False,41.59,3.389,318.61,22.4,1429.48,20.98,4140.36,140.528765,8.745,B,103681
20,28,2010-10-08,1585.33,False,51.5,2.764,,,,,,204.951982,7.484,A,203742
8,41,2011-03-11,719.0,False,49.14,3.459,,,,,,217.512299,6.262,A,155078
19,97,2011-04-01,18155.18,False,30.68,3.811,,,,,,134.0682581,7.658,A,203819
26,14,2012-01-13,8196.51,False,25.55,3.523,2153.82,6050.57,62.24,275.03,2511.4,136.753,7.467,A,152513
17,42,2011-05-06,4131.21,False,45.66,3.744,,,,,,129.0444333,6.774,B,93188
3,72,2012-05-25,22179.6,False,78.58,3.561,3032.03,,291.17,536.82,580.87,225.2515168,6.664,B,37392
24,92,2012-09-14,127620.98,False,64.28,4.088,8179.55,1.0,30.77,1838.92,3353.34,138.5673,8.953,A,203819
28,58,2011-05-13,1760.0,False,70.93,4.202,,,,,,129.089,13.736,A,206302
18,25,2011-02-18,14936.6,False,31.59,3.263,,,,,,133.3701429,9.131,B,120653
10,72,2012-09-14,107830.89,False,78.47,3.966,10389.14,,15.97,4943.53,7618.04,130.9776667,7.17,B,126512
41,32,2010-06-25,5406.06,False,66.0,2.715,,,,,,189.4533931,7.363,A,196321
12,72,2010-08-13,54464.89,False,87.01,3.159,,,,,,126.064,14.18,B,112238
44,5,2012-01-20,420.68,False,32.71,3.047,378.2,22.42,66.0,,481.09,130.2792258,5.774,C,39910
34,90,2012-10-05,48404.43,False,65.41,3.62,2716.1,,6.03,1648.8,3539.71,131.0756667,8.839,A,158114
16,11,2011-05-13,8490.87,False,43.29,3.767,,,,,,192.826069,6.339,B,57197
24,44,2012-02-24,4600.46,False,37.35,3.917,10065.77,10556.73,2.2,6791.1,9440.12,137.3411034,8.659,A,203819
18,31,2012-02-17,2390.85,False,32.87,3.703,17875.37,9663.67,2.0,10433.78,5439.08,137.2583103,8.075,B,120653
14,59,2011-08-19,541.45,False,72.98,3.747,,,,,,186.5093071,8.625,A,200898
26,20,2010-06-11,4443.17,False,51.62,2.83,,,,,,132.4357419,8.512,A,152513
9,87,2011-03-18,14816.84,False,63.82,3.488,,,,,,217.9563371,6.416,B,125833
1,24,2010-10-01,5430.09,False,71.89,2.603,,,,,,211.6719895,7.838,A,151315
26,90,2010-06-18,50965.76,False,53.62,2.805,,,,,,132.4733333,8.512,A,152513
20,10,2012-01-27,34251.33,False,37.19,3.567,1023.6,3044.15,106.08,52.87,2447.73,212.9286312,6.961,A,203742
30,8,2010-03-05,14164.04,False,48.61,2.625,,,,,,211.0067542,8.324,C,42988
2,96,2012-06-01,46073.07,False,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,A,202307
4,26,2011-12-23,34566.7,False,35.92,3.103,2461.94,69.05,2938.24,52.0,4396.76,129.9845484,5.143,A,205863
20,24,2012-04-20,5136.71,False,60.11,4.027,7522.16,5650.88,67.26,1066.17,4006.0,214.3675045,7.139,A,203742
43,93,2011-01-28,31694.38,False,44.98,3.01,,,,,,204.1789677,10.398,C,41062
34,30,2010-12-17,1903.84,False,42.64,2.884,,,,,,126.8794839,10.21,A,158114
3,82,2012-07-27,7422.34,False,84.94,3.407,3447.28,31.0,2.46,1791.7,1107.97,225.4537579,6.334,B,37392
25,28,2012-07-13,276.81,False,73.87,3.523,7262.73,45.6,18.01,1803.13,1354.39,214.728027,7.28,B,128107
30,52,2012-03-09,38.7,False,57.16,3.669,639.83,,0.49,144.18,3286.61,220.6974332,7.057,C,42988
21,94,2011-10-14,349.2,False,69.79,3.274,,,,,,217.0048261,7.441,B,140167
45,22,2012-06-15,6225.06,False,71.93,3.62,8148.19,252.7,90.05,1226.11,2942.39,191.0299731,8.567,B,118221
30,10,2012-04-06,291.63,False,69.02,3.891,21.39,,4.09,,2364.16,221.0737638,6.891,C,42988
21,20,2012-07-27,6205.92,False,88.09,3.407,7903.89,12.92,3.43,10055.75,4183.82,221.5785461,6.565,B,140167
13,27,2010-11-12,3267.95,False,42.55,2.831,,,,,,126.5461613,7.795,A,219622
21,56,2011-06-17,1222.42,False,87.54,3.637,,,,,,214.6513538,7.931,B,140167
3,16,2011-12-30,2113.08,True,48.29,3.129,1449.16,14356.07,66.66,81.43,777.35,223.0090839,7.197,B,37392
33,41,2012-02-17,30.0,False,57.8,3.781,99.4,262.95,3.9,0.46,1005.65,130.4546207,7.603,A,39690
8,24,2010-07-23,3930.25,False,78.29,2.608,,,,,,214.6029664,6.315,A,155078
10,33,2012-03-23,12136.95,False,56.54,4.288,4034.35,3.1,4.08,480.89,2194.51,130.8966452,7.545,B,126512
10,52,2010-06-25,3703.16,False,90.32,3.084,,,,,,126.1266,9.524,B,126512
16,96,2011-11-18,63.32,False,31.73,3.479,2089.46,154.21,3.55,830.6,4425.07,195.7184713,6.232,B,57197
25,37,2011-04-01,3114.59,False,28.5,3.638,,,,,,207.8823043,7.287,B,128107
25,9,2011-08-12,14519.41,False,70.93,3.812,,,,,,208.7820061,7.274,B,128107
21,52,2012-06-15,2131.3,False,81.51,3.393,6177.81,61.6,0.75,2970.97,3281.16,221.4009901,6.891,B,140167
8,49,2011-12-30,1479.86,True,36.33,3.129,3701.08,36381.83,164.34,178.4,1508.56,223.0576765,6.123,A,155078
7,47,2011-12-30,-459.0,True,15.56,3.119,2026.82,17021.3,113.19,144.93,1178.13,196.3586101,8.513,B,70713
21,95,2012-02-03,36593.45,False,55.83,3.36,24617.88,1598.17,41.45,25134.87,3110.22,219.8118854,7.057,B,140167
1,23,2010-11-26,33328.17,True,64.52,2.735,,,,,,211.7484333,7.838,A,151315
22,38,2011-01-21,65749.22,False,26.8,3.232,,,,,,136.8870657,8.458,B,119557
32,87,2012-05-11,7237.68,False,55.4,3.87,17977.87,,26.79,4338.3,3488.39,197.5481609,8.09,A,203007
13,46,2010-12-24,75790.03,False,34.9,2.846,,,,,,126.9835806,7.795,A,219622
17,91,2012-05-11,14507.85,False,49.96,3.809,6288.63,,22.59,997.55,1266.73,131.1453333,6.235,B,93188
19,93,2012-02-03,37563.37,False,36.22,3.796,51879.66,6433.83,394.18,52739.02,6473.61,137.0632581,7.943,A,203819
5,9,2010-08-06,6096.34,False,86.1,2.627,,,,,,212.0624447,6.496,B,34875
4,44,2010-03-12,5522.33,False,49.63,2.704,,,,,,126.6042857,8.623,A,205863
36,2,2010-06-18,16415.84,False,84.37,2.572,,,,,,210.2108417,8.464,A,39910
28,71,2011-09-30,4941.64,False,83.26,3.877,,,,,,129.6060667,13.503,A,206302
2,90,2012-01-06,102637.73,False,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,A,202307
44,96,2010-04-09,2699.54,False,38.97,2.877,,,,,,126.6019032,7.972,C,39910
27,74,2011-11-18,23906.78,False,51.42,3.717,32812.24,5487.82,143.88,567.08,14703.26,140.4127857,7.906,A,204184
43,90,2010-02-12,66283.0,True,47.99,2.548,,,,,,203.2010968,9.521,C,41062
7,72,2011-04-08,38931.92,False,30.64,3.532,,,,,,192.3418571,8.595,B,70713
29,91,2012-07-20,4447.59,False,76.57,3.61,1142.93,212.35,8.11,368.45,1625.35,138.2331935,9.419,B,93638
18,23,2010-11-05,40142.2,False,42.05,2.938,,,,,,132.9245806,9.331,B,120653
26,96,2010-07-30,26074.47,False,63.79,2.792,,,,,,132.5983871,8.445,A,152513
9,20,2012-01-20,2251.81,False,51.56,3.268,910.51,234.36,,117.08,6081.04,223.7114288,5.667,B,125833
7,90,2012-01-20,18490.74,False,27.41,3.055,1967.73,2791.5,0.73,213.86,4297.27,196.7796652,8.256,B,70713
31,7,2012-02-10,15258.12,True,46.52,3.409,16946.96,3789.56,83.24,11187.79,8316.25,219.9049073,7.057,A,203750
6,58,2011-03-04,4223.0,False,60.45,3.288,,,,,,215.3584231,6.858,A,202505
30,85,2012-03-16,41.49,False,63.39,3.734,301.14,,,,2536.55,220.8498468,7.057,C,42988
30,96,2012-02-03,16392.51,False,55.83,3.36,843.22,2.82,64.81,192.66,2393.21,219.8118854,7.057,C,42988
2,34,2011-04-15,17302.94,False,69.48,3.743,,,,,,214.9420631,7.931,A,202307
35,35,2011-07-01,3313.46,False,73.76,3.748,,,,,,139.36375,8.684,B,103681
21,59,2010-10-22,543.6,False,70.72,2.725,,,,,,211.5187208,8.163,B,140167
28,49,2010-07-02,11560.7,False,91.98,3.105,,,,,,126.1392,14.18,A,206302
16,20,2010-04-23,2037.62,False,44.9,2.776,,,,,,189.6190057,6.842,B,57197
1,80,2012-01-20,16501.99,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315
18,13,2011-12-23,37082.64,False,35.78,3.413,159.95,12.79,2083.28,71.51,2131.65,136.5883871,8.471,B,120653
4,23,2010-06-11,42030.34,False,78.45,2.668,,,,,,126.1119032,7.896,A,205863
31,20,2010-10-15,5589.1,False,68.61,2.72,,,,,,211.4713286,8.163,A,203750
34,29,2010-04-23,1523.25,False,55.04,2.805,,,,,,126.4713333,9.593,A,158114
25,40,2011-11-18,41711.83,False,46.41,3.53,6165.27,168.82,94.85,267.01,3687.92,211.1847207,7.082,B,128107
45,22,2010-07-23,7820.4,False,81.46,2.771,,,,,,182.3509895,8.743,B,118221
3,24,2011-06-03,2288.18,False,84.29,3.699,,,,,,218.6449369,7.574,B,37392
34,24,2010-12-24,7565.72,False,42.74,2.887,,,,,,126.9835806,10.21,A,158114
